slug,name,status,founded_year,hq,website,sector,one_liner,total_raised_m,latest_valuation_m,employees,revenue_signals,business_model,key_customers,team_china_profile,confidence,last_updated
encharge-ai,EnCharge AI,active,2022,"Santa Clara, CA",https://www.enchargeai.com,AI Chips / In-Memory Computing,In-memory computing AI accelerator chips for edge and data center inference. Computes directly in memory.,122.0,,,,,,,medium,2026-03-21
encord,Encord,active,2020,"London, UK",https://encord.com,AI Data Infrastructure,Physical AI data infrastructure — annotation and pipelines for robotics and drones.,60.0,550.0,,,,,,medium,2026-03-21
endra,Endra,active,2024,"Stockholm, Sweden",https://www.endra.ai,AI for Building Engineering / MEP,AI automating MEP engineering design — reduces 2-month design to under 1 day.,20.0,,,,,,,medium,2026-03-21
enflame-technology,Enflame Technology,active,2018,"Shanghai, China",https://www.enflame-tech.com,AI Chips / Deep Learning Accelerators,Enflame Technology (also known as Suiyuan Technology) is a Shanghai-based AI chip designer that develops cloud-based deep learning accelerators for AI training and inference,1390.0,,1000+ (estimated),,,,,high,2026-03-20
engine-ai,EngineAI,active,2024,"Shenzhen, China",https://en.engineai.com.cn,Humanoid Robotics / Embodied AI,"Embodied AI humanoid robotics backed by Xpeng, JD.com, and CATL ecosystem.",139.0,,,,,,,medium,2026-03-21
ensemble,Ensemble,Active,2023,"San Francisco, CA, United States",https://www.ensemble.ai/,AI Infrastructure / Data Quality / Machine Learning / Enterprise AI,"Ensemble improves AI model performance through its proprietary ""Dark Matter"" data enrichment technology that creates richer data representations for predictive tasks",3.3,,,,,,,High — seed round well-documented across multiple sources.,2026-03-24
enso,Enso,Active,2024,"Tel Aviv, Israel",https://www.enso.bot/,AI Agents / SMB Automation / SaaS,"Enso provides preprogrammed, industry-specific AI agents to small and medium businesses across 70+ verticals",6.0,,,,,,,High — well-documented seed round with multiple press sources.,2026-03-24
entalpic,Entalpic,"Active, Private",2023,"Paris, France",https://entalpic.ai,AI / Materials Science / Chemistry / Climate Tech,"> French AI startup using generative models to discover optimized catalytic materials for decarbonizing industrial chemistry, founded by Mila and Owkin alumni",9.3,,,,,,,high,2026-03-24
enter-legal-brazil,Enter (Legal AI Brazil),active,2023,"Sao Paulo, Brazil",https://www.getenter.ai,AI Legal / Brazil,"AI for legal case management in Brazil — clients include Itau, Nubank, Airbnb. Largest AI startup round in Brazilian history.",35.0,350.0,,,,,,medium,2026-03-21
entire,Entire,active,2025,"Bellevue, WA",https://entire.io,AI Developer Tools / Code Management,AI code management platform for fleets of AI coding agents. Founded by ex-GitHub CEO.,60.0,,,,,,,medium,2026-03-21
enveda,Enveda Biosciences,Private,2019,"Boulder, CO",https://enveda.com,AI / Drug Discovery / Biotech,AI platform that decodes the chemistry of plants and natural compounds using mass spectrometry and machine learning to discover novel therapeutics,530.0,1000.0,,,,,,high,2026-03-24
eon,Eon,active,2024,"Tel Aviv, Israel",https://www.eon.io,cloud-infrastructure; data-management; ai-analytics,Cloud storage platform that autonomously manages backups and unlocks enterprise data for AI analytics.,500.0,,,,,,,high,2026-03-23
epirus,Epirus,active,2018,"Torrance, California",https://www.epirusinc.com,defense-govtech; directed-energy; counter-drone,Directed-energy weapons company building high-power microwave systems to counter drones and electronic threats.,550.0,1350.0,,Total funding >$550M. Series D funds earmarked for scaling Leonidas production. Multiple DoD testing and evaluation contracts completed. The company is transitioning from R&D to production scaling. [Confidence: low -- no public revenue figures.],"Defense hardware company building directed-energy weapon systems. The flagship product, Leonidas, is a solid-state high-power microwave (HPM) system that defeats drones and drone swarms by frying their electronics. Revenue comes from US DoD contracts, production orders for Leonidas systems, and R&D contracts. The company is scaling manufacturing to meet growing demand for counter-drone solutions.",U.S. Department of Defense; U.S. Army; U.S. Marine Corps; U.S. Special Operations Command; International allied military forces,"No China connection. Founders are American with deep ties to US defense and intelligence communities. Joe Lonsdale co-founded Palantir, one of the most US-government-aligned technology companies. Epirus works exclusively for the US military and allied forces.",medium,2026-03-20
eragon-ai,Eragon,active,2025,"San Francisco, CA",https://www.eragon.ai,AI Enterprise / Agentic OS,Agentic AI OS replacing traditional SaaS interfaces with LLM-driven prompt interface.,12.0,100.0,,,,,,medium,2026-03-21
eridu,Eridu,active,2024,"San Francisco, CA",https://eridu.ai,AI infrastructure; networking; semiconductors,AI networking startup building custom silicon and switching architecture to eliminate the networking bottleneck in GPU data centers.,230.0,,,,"Hardware + software infrastructure. Eridu is building custom networking silicon (chips) and a high-radix switching architecture designed specifically for AI data center workloads. The company rethinks computer networking from scratch, starting with the silicon, integrating more networking functionality directly into new chips optimized for massive GPU clusters. Target customers are hyperscalers, AI labs, and data center operators running large-scale generative AI training. Revenue model likely hardware sales plus software licensing.",,No known Chinese-origin founders. The founding team has deep roots in US networking and semiconductor industries.,medium,2026-03-20
espresso-ai,Espresso AI,Private,2023,"New York, NY",https://espresso.ai,AI / Cloud Cost Optimization / Data Infrastructure,"AI-powered SQL query optimization platform that reduces cloud data warehouse costs by up to 80% using generative AI, starting with Snowflake workloads",11.0,,,,,,,high,2026-03-23
essential-ai,Essential AI,Active,2023,"San Francisco, CA",https://www.essential.ai,Enterprise AI / AI Automation,Enterprise AI platform built by Transformer co-inventors that automates complex knowledge work using proprietary large language models,240.0,1000.0,,,,,,medium-high,2026-03-20
etched,Etched,active,2022,"Cupertino, California, USA",https://etched.com,AI Hardware / Semiconductors (Inference ASICs),"Etched is building Sohu, the first ASIC (application-specific integrated circuit) purpose-built exclusively for transformer model inference",625.0,,50-100 (estimate),,,,,high,2026-03-20
eudia,Eudia,active,2024,"Palo Alto, CA",https://www.eudia.com,AI for Legal,AI augmented intelligence for corporate legal departments — eliminates billable hour model.,105.0,,,,,,,medium,2026-03-21
eve-legal,Eve (Legal AI),active,2023,"San Mateo, CA",https://www.eve.legal,AI Legal / Evidence Review,Legal AI automating evidence review for plaintiff firms.,103.0,,,,,,,medium,2026-03-21
evenup,EvenUp,Private,2019,"San Francisco, CA",https://www.evenuplaw.com,Legal AI / Legal Tech,"AI platform for personal injury law firms that automates demand letter drafting, medical bill summarization, and case workflow optimization",370.5,2000.0,300 (uncertain),,,,,high,2026-03-20
evertune,Evertune,active,2024,"New York, NY",https://evertune.com,AI Marketing / Generative Engine Optimization,"GEO platform tracking brand visibility across ChatGPT, Claude, Gemini, Perplexity. 1M+ AI responses analyzed monthly per customer.",19.0,,,,,,,medium,2026-03-21
evident,Evidently AI,Active,2020,"London, United Kingdom",https://www.evidentlyai.com/,AI Infrastructure / MLOps / Model Monitoring / LLM Observability,Evidently AI builds an open-source ML and LLM observability framework used in thousands of companies with 25M+ downloads,16.1,,,,,,,"High — YC-backed, well-documented funding and widely adopted open-source project.",2026-03-24
evolved-robotics,Evolved Robotics,active,2024,Washington,https://www.evolvedrobotics.ai,AI Robotics / Elder Care,AI robots for assisted living and elder care. Co-founded by Gur Kimchi (Amazon Prime Air co-founder). Zero press coverage.,0.3,,,,,,,medium,2026-03-21
exa,Exa,Private,2021,"San Francisco, California",https://exa.ai,AI / Search Infrastructure / Data Retrieval,Exa (formerly Metaphor) is an AI-native search engine built specifically for machine consumption rather than human browsing,107.0,700.0,unknown (likely <100),,,,,high,2026-03-24
fable-security,Fable Security,active,2024,"San Francisco, CA",https://fablesecurity.com,AI Security / Human Risk Management,AI-native human risk management — monitors behavioral risk and delivers personalized AI interventions.,31.0,,,,,,,medium,2026-03-21
factory-ai,Factory,Private (Series B),2023,"San Francisco, CA",https://factory.ai,AI-Powered Developer Tools,"Factory is building an ""agent-native"" software development platform centered on autonomous AI agents called ""Droids"" that handle full tasks across the software development lifecycle",70.0,300.0,Undisclosed (estimated 30-60),,,,,high,2026-03-20
fal-ai,Fal,active,2023,"San Francisco, CA",https://fal.ai,AI Infrastructure / Generative Media,"AI infrastructure hosting image, video, audio models via single serverless API. 2M+ developers. Tripled revenue YoY.",300.0,4500.0,,,,,,medium,2026-03-21
fauna-robotics,Fauna Robotics,active,2024,"New York, NY",https://faunarobotics.com,AI Robotics / Humanoid,Modular humanoid robotics platform designed for safe operation in shared human spaces. Debut robot Sprout features compliant locomotion and whole-body teleoperation. Founded by ex-CTRL-labs and ex-DeepMind team.,30.0,,,,,,,medium,2026-03-23
field-ai,FieldAI,Private,2016,"Irvine, California, USA",https://www.fieldai.com,Embodied AI / Autonomous Robotics Software,"FieldAI builds embodiment-agnostic autonomy software -- what the company calls ""Field Foundation Models"" (FFMs) -- that serve as a universal AI brain for mobile robots",405.0,,200,,,,,high,2026-03-20
fieldguide,Fieldguide,active,2020,"San Francisco, CA",https://www.fieldguide.io,AI Finance / Audit Automation,AI-powered engagement platform for audit and advisory firms — automates CPA documentation and evidence collection.,30.0,,,,,,,medium,2026-03-21
figure-ai,Figure AI,Private,2022,"Sunnyvale, California, USA",https://www.figure.ai,humanoid-robotics; embodied-ai; manufacturing-automation; general-purpose-robot; hardware; deep-tech,"Figure AI is building general-purpose humanoid robots for commercial labor markets, starting with manufacturing and logistics, with an eventual path to consumer/home deployment",1900.0,39000.0,479 (as of January 2026),,,,,high,2026-03-24
filed,Filed,active,2024,"Stockholm, Sweden",https://www.filed.com,AI Finance / Tax Automation,AI automating tax return prep for US accounting firms — 3x more returns without hiring.,17.2,,,,,,,medium,2026-03-21
final-round-ai,Final Round AI,Private,2023,"San Francisco, CA",https://www.finalroundai.com,AI / HR Tech / Interview Preparation,"AI-powered interview preparation and job search platform offering real-time interview coaching (Interview Copilot), mock interviews, and resume optimization to help job seekers land roles faster",6.9,,,,,,,high,2026-03-23
finster-ai,Finster AI,active,2024,"London, UK",https://www.finster.ai,AI Fintech / Investment Research,AI research platform for investment banks and asset managers. Founded by ex-Google DeepMind researcher.,15.0,,,,,,,medium,2026-03-21
firecrawl,Firecrawl,active,2024,"San Francisco, CA, USA",https://www.firecrawl.dev,AI / Data Infrastructure,Developer-first web data API that makes web content accessible and usable for AI agents and LLM applications.,16.0,,,,,,,high,2026-03-23
fireflies-ai,Fireflies.ai,active,2016,"Pleasanton, CA",https://fireflies.ai,AI Productivity / Meeting Assistant,"AI meeting assistant — captures, transcribes, and makes meetings searchable. 2M+ users, 200K+ organizations.",14.0,,,,,,,medium,2026-03-21
